longitude,latitude,id,name,lsize_ha,province,district,commune,status,last_update
104.8293006,14.16197707,0,Romdos Srae Muoy,3975.993159,Preah Vihear,Choam Ksan,Romdos Srae,MAFF Approve,2014-02-02T17:00:00Z
106.4755401,12.24282232,0,Phtol,634.424,Kratie,Snoul,Khsem,Submit to MAFF,2014-02-02T17:00:00Z
106.4801922,12.31376476,0,Srea Roneam,2021.101,Kratie,Snoul,Khsem,Sign agreement,2014-02-02T17:00:00Z
106.1372471,12.54879544,0,Chrava,1216.103,Kratie,Kratie,Kor Lorb,MAFF Approve,2014-02-02T17:00:00Z
106.338621,12.54470238,0,Treab,1587.982,Kratie,Kratie,Treab,Submit to MAFF,2014-02-02T17:00:00Z
106.2806779,12.35677796,0,Sre Non,2185.924,Kratie,Snoul,Svay Chras,Submit to MAFF,2014-02-02T17:00:00Z
106.4283012,12.96198503,0,Rolous,1163.341,Kratie,Sambo,Rolous Mean Chey,Sign agreement,2014-02-02T17:00:00Z
106.09482,13.10956181,0,Pon Chea,2732.407,Kratie,Sambo,O Kreing,Submit to MAFF,2014-02-02T17:00:00Z
106.3455339,12.94799724,0,Pa Clar,1939.874,Kratie,Sambo,Rolous Mean Chey,Sign agreement,2014-02-02T17:00:00Z
106.1499225,13.01949018,0,O Kreing,2712.69,Kratie,Sambo,O Kreing,MAFF Approve,2014-02-02T17:00:00Z
105.8935118,12.35595466,0,Steung Tro,2391.8,Kratie,Preak Prasab,Ta Mao,Sign agreement,2014-02-02T17:00:00Z
105.9585443,12.31495406,0,Phnom Louk,1333.559,Kratie,Preak Prasab,Kampong Kor,MAFF Approve,2014-02-02T17:00:00Z
106.5270599,12.95348762,0,Srea Chis,2729.834,Kratie,Sambo,Srea Chis,Sign agreement,2014-02-02T17:00:00Z
106.090226,12.98531898,0,O Kok,1200.194,Kratie,Sambo,O Kreing,MAFF Approve,2014-02-02T17:00:00Z
106.1580644,13.23025302,0,O Kreing FP,3163.632,Kratie,Sambo,O Kreing,Submit to MAFF,2014-02-02T17:00:00Z
106.2024886,12.42286482,0,Romeas Pun Mchul,542.866,Kratie,Kratie,Kan Tout,Submit to MAFF,2014-02-02T17:00:00Z
106.1780744,12.4839921,0,Kantout,715.936,Kratie,Chetr Borey,Kantout,Sign agreement,2014-02-02T17:00:00Z
106.2887319,12.57790974,0,Phnom Meas,1824.315,Kratie,Chetr Borey,Thmei,Sign agreement,2014-02-02T17:00:00Z
106.024053,13.02258549,0,O Krasang,1748.875,Kratie,Sambo,Beong Cha,Sign agreement,2014-02-02T17:00:00Z
106.3184504,12.13709045,0,Tok Tek,161.219,Kratie,Sboul,Srea Cha,Submit to MAFF,2014-02-02T17:00:00Z
105.791478,12.34792421,0,Ressey Keo,477.116,Kratie,Preak Prasab,Ressey Keo,Sign agreement,2014-02-02T17:00:00Z
106.2689971,13.21408597,0,Thma Tonle,2228.4,Kratie,Sambo,O Kreing,Submit to MAFF,2014-02-02T17:00:00Z
106.252518,12.4740098,0,Phnom Krung,881.504,Kratie,Chetr Borie,Thmie,Submit to MAFF,2014-02-02T17:00:00Z
106.2203709,13.15517808,0,Phnom Bak,7204.726,Kratie,Sambo,O Kreing,Submit to MAFF,2014-02-02T17:00:00Z
105.9385065,13.00745713,0,Angkor Ent,1306.933,Kratie,Sambo,Boeng Char,Submit to MAFF,2014-02-02T17:00:00Z
105.9589054,13.10380149,0,Koh Ent Chey,1380.271,Kratie,Sambo,Boeng Char,Submit to MAFF,2014-02-02T17:00:00Z
105.9451807,13.05321949,0,Kampong Damrie,1302.477,Kratie,Sambo,Boeng Char,Submit to MAFF,2014-02-02T17:00:00Z
105.9728598,13.15257304,0,Kampong Kboeung,981.046,Kratie,Sambo,Boeng Char,Submit to MAFF,2014-02-02T17:00:00Z
106.0563242,12.91275736,0,Sampong,405.635,Kratie,Sambo,Koh Knhe,Submit to MAFF,2014-02-02T17:00:00Z
106.1160964,12.84214091,0,Ou Taneung,612.769,Kratie,Sambo,Kbal Damrei,Sign agreement,2014-02-02T17:00:00Z
105.8384845,12.27810369,0,Chambok,121.544,Kratie,Preak Prasab,Chambok,Sign agreement,2014-02-02T17:00:00Z
106.3549634,12.1892252,0,Krong,462.526,Kratie,Snoul,Snoul,Submit to MAFF,2014-02-02T17:00:00Z
106.2873483,12.13357511,0,Anh Chanh,132.545,Kratie,Snoul,Srea Cha,Submit to MAFF,2014-02-02T17:00:00Z
106.3521806,12.16962901,0,Krasang,129.673,Kratie,Snoul,Srea Cha,Submit to MAFF,2014-02-02T17:00:00Z
106.2712194,12.10581154,0,Srea Thom,292.818,Kratie,Snoul,Srea Cha,Submit to MAFF,2014-02-02T17:00:00Z
106.3644402,13.59958093,0,Neakta Kakan,2031.45138,Stung Treng,,,MAFF Approve,2014-02-02T17:00:00Z
105.9072469,13.24596826,1,Samaky,2430.535471,Stung Treng,,,MAFF Approve,2014-02-02T17:00:00Z
106.0262403,13.80625211,2,Borey O Svay,4382.56813,Stung Treng,,,MAFF Approve,2014-02-02T17:00:00Z
106.0300694,13.73000352,3,Phnom Romeat,546.176592,Stung Treng,,,MAFF Approve,2014-02-02T17:00:00Z
106.1135526,13.49334294,4,O Chab,2571.654233,Stung Treng,,,MAFF Approve,2014-02-02T17:00:00Z
105.9805495,13.69966457,0,Choampich,2874.76232,Stung Treng,,,MAFF Approve,2014-02-02T17:00:00Z
105.935029,13.80748418,0,Kraom,667.737872,Stung Treng,,,Sign agreement,2014-02-02T17:00:00Z
105.9466358,13.83865839,0,Kralapeas,702.440781,Stung Treng,,,Sign agreement,2014-02-02T17:00:00Z
106.9775144,13.65061453,3,Katieng,178,Ratanakiri,Lumphat,La Bang 1,Submit to MAFF,2014-02-02T17:00:00Z
106.9986143,13.6255928,3,Kachanh,193,Ratanakiri,Lumphat,La Bang 1,Submit to MAFF,2014-02-02T17:00:00Z
106.8408569,13.57519452,24,Trapeang Chres 4,932,Ratanakiri,Koun Mom,Trapeang Chres,Submit to MAFF,2014-02-02T17:00:00Z
106.7366249,13.62668452,23,Trapeang Chres 2,636,Ratanakiri,Koun Mom,Trapeang Chres,MAFF Approve,2014-02-02T17:00:00Z
106.9751304,13.91463298,29,Yaka Old,3060,Ratanakiri,Veun Sai,Yaka Old,MAFF Approve,2014-02-02T17:00:00Z
106.929225,13.9238392,4,Andoung Preah Ne,2749,Ratanakiri,Veun Sai,Kachoun,MAFF Approve,2014-02-02T17:00:00Z
107.3211464,13.59754477,15,Phum Pril,553,Ratanakiri,Borkham,Borkham,Submit to MAFF,2014-02-02T17:00:00Z
107.368638,13.51769446,18,Takok Phnong,772,Ratanakiri,Borkham,Borkham,Submit to MAFF,2014-02-02T17:00:00Z
107.3217959,13.57981076,19,Takok Chray,165,Ratanakiri,Borkham,Borkham,MAFF Approve,2014-02-02T17:00:00Z
107.1094935,13.94167457,28,Yakpoy,5343,Ratanakiri,Ou Chum,Yakapoy,MAFF Approve,2014-02-02T17:00:00Z
106.8120583,13.70720065,0,Teun,2327,Ratanakiri,Koun Mom,Trapeang Chres,MAFF Approve,2014-02-02T17:00:00Z
107.0591187,13.88671004,0,Laak,59,Ratanakiri,Ou Chum,La ak,MAFF Approve,2014-02-02T17:00:00Z
106.9636786,13.87314464,0,Kalai 2,230,Ratanakiri,Ou Chum,Kalai,MAFF Approve,2014-02-02T17:00:00Z
107.3273792,13.84937026,0,Malik,424,Ratanakiri,Andoung Meas,Malik,Submit to MAFF,2014-02-02T17:00:00Z
107.4495488,13.60459977,0,Phum Sos,413,Ratanakiri,Ou Yadav,Yatung,Submit to MAFF,2014-02-02T17:00:00Z
107.3940609,13.58796376,0,Phum Peak,187,Ratanakiri,Ou Yadav,Yatung,Submit to MAFF,2014-02-02T17:00:00Z
107.3922474,13.55540006,0,Phum Dor,268,Ratanakiri,Ou Yadav,Yatung,Submit to MAFF,2014-02-02T17:00:00Z
106.8218911,13.8321432,0,Kalay Sapoun,113,Ratanakiri,Veun Sai,Phnom Kok,Submit to MAFF,2014-02-02T17:00:00Z
106.8404545,13.88619606,0,Kalay Savong,156,Ratanakiri,Veun Sai,Phnom Kok,Submit to MAFF,2014-02-02T17:00:00Z
106.7689978,13.90585791,0,Phum Koklav,54,Ratanakiri,Veun Sai,Phnom Kok,Sign agreement,2014-02-02T17:00:00Z
106.8346998,13.902589,0,Takok Prov,119,Ratanakiri,Veun Sai,Phnom Kok,Sign agreement,2014-02-02T17:00:00Z
106.7841222,13.84858127,0,Team Kraom,803,Ratanakiri,Veun Sai,Phnom Kok,Submit to MAFF,2014-02-02T17:00:00Z
107.1585286,13.77043884,0,Kamen,36,Ratanakiri,Ou Chum,,Sign agreement,2014-02-02T17:00:00Z
107.2120285,13.80178916,0,Phnom Roy,109,Ratanakiri,Borkev,Kechung,Sign agreement,2014-02-02T17:00:00Z
107.1220974,13.62878041,0,Phnom Kroun,61,Ratanakiri,brEkv,lugXug,Sign agreement,2014-02-02T17:00:00Z
107.1483961,13.60554728,0,PhnomToeng Lai,20,Ratanakiri,,,Sign agreement,2014-02-02T17:00:00Z
107.050963,13.77516319,0,Phnom Krolach,18,Ratanakiri,Ouchum,Akkapheap,Sign agreement,2014-02-02T17:00:00Z
106.8750415,13.92026748,1,Khum Pong,300,Ratanakiri,Veun Sai,Ban Pong,Sign agreement,2014-02-02T17:00:00Z
106.9651687,13.80497279,12,Phnom Chraphang,191,Ratanakiri,Ou Chum,Ou Chum,Sign agreement,2014-02-02T17:00:00Z
106.7702723,13.58680465,0,Phnom Teuk Chenh,85,Ratanakiri,Kon Mom,Trapeang Chres,MAFF Approve,2014-02-02T17:00:00Z
107.0082815,13.83000043,0,Veal Rum Phlong,147,Ratanakiri,Ou Chum,Ou Chum,MAFF Approve,2014-02-02T17:00:00Z
107.3044925,12.52459481,0,Phum Pukrouch,1231,Mondulkiri,,,MAFF Approve,2014-02-02T17:00:00Z
107.3700097,12.59133401,0,Phum Pukreng,678,Mondulkiri,,,MAFF Approve,2014-02-02T17:00:00Z
107.3751589,12.53396435,0,Phum Puradet,1323,Mondulkiri,,,MAFF Approve,2014-02-02T17:00:00Z
107.2523338,12.53537491,0,Phum Pulung,2512,Mondulkiri,,,MAFF Approve,2014-02-02T17:00:00Z
104.7344115,12.35894584,0,Pouthichrok Chumrok Puthisaen,1366,Kampong Chhnang,Kampong Leaeng,Pou,Sign agreement,2014-02-02T17:00:00Z
104.7732126,12.34595887,0,Phnom Tuekdos Srors Bamprong,770,Kampong Chhnang,Kampong Leaeng,Svay Rompea,Sign agreement,2014-02-02T17:00:00Z
104.7626564,12.39341698,0,Keopich Ponnareay,1226.26973,Kampong Chhnang,Kampong Leaeng,Chranok,Sign agreement,2014-02-02T17:00:00Z
104.7399118,12.3313969,0,Kangrey Poubang Krasang Tengkhluorn,906.88614,Kampong Chhnang,Kampong Leaeng,Tragil,Sign agreement,2014-02-02T17:00:00Z
104.7862367,12.36893886,0,Dareangsey Reasmey Tukmeas,1241.303428,Kampong Chhnang,Kampong Leaeng,Da,Sign agreement,2014-02-02T17:00:00Z
104.4484179,12.23082317,0,Phnom Banan,154.3262,Kampong Chhnang,Tuek Phos,Krang Skear,FA Cantonment,2014-02-02T17:00:00Z
104.5519199,12.28611915,0,Phum O Leach,30,Kampong Chhnang,Rolea Bier,Banteay Preal,Sign agreement,2014-02-02T17:00:00Z
104.4478923,12.24931473,0,Phum Chunleav,48.279354,Kampong Chhnang,Rolea Bier,Brasneb,FA Cantonment,2014-02-02T17:00:00Z
104.4924191,12.21635786,0,Phum Chantrok,56.23315,Kampong Chhnang,Tuek Phos,Krang Skear,FA Cantonment,2014-02-02T17:00:00Z
104.456037,12.31268506,0,Phum Brasneb,483.394,Kampong Chhnang,Rolea Bier,Brasneb,FA Cantonment,2014-02-02T17:00:00Z
104.7402328,11.8950886,0,Phum Boeung Kak,112.517137,Kampong Chhnang,Kampong Tralach,Lungveaek,Sign agreement,2014-02-02T17:00:00Z
104.6643771,12.13879607,0,Phum Andoung Chros,89.826394,Kampong Chhnang,Rolea Bier,Rolea Bier,FA Cantonment,2014-02-02T17:00:00Z
104.4049867,12.44694403,0,185 K Thida Chambak Thom,631,Kampong Chhnang,Boribor,Trapeang Chan,Sign agreement,2014-02-02T17:00:00Z
104.6644941,12.11872039,0,Phum Kruos,176.352089,Kampong Chhnang,Rolea Bier,Rolea Bier,FA Cantonment,2014-02-02T17:00:00Z
104.6573899,12.11893779,0,Phum Trapeang Trach,48.387554,Kampong Chhnang,Rolea Bier,Rolea Bier,FA Cantonment,2014-02-02T17:00:00Z
104.4693139,12.27289554,0,Noti Rukha Tevea,89.808317,Kampong Chhnang,Rolea Bier,Brasneb,FA Cantonment,2014-02-02T17:00:00Z
104.5108103,12.23384403,0,Phum Russeiduoch,61.68883,Kampong Chhnang,Rolea Bier,Banteay Preal,FA Cantonment,2014-02-02T17:00:00Z
104.5105228,12.31977824,0,Phum Sragam Te,144.347902,Kampong Chhnang,Rolea Bier,Brasneb,FA Cantonment,2014-02-02T17:00:00Z
104.4115935,12.315351,0,Stueng Khsach Sor,1459.58155,Kampong Chhnang,Boribor,Anhchanhrung,FA Cantonment,2014-02-02T17:00:00Z
104.6600063,12.13561659,0,Phum Chearov,51,Kampong Chhnang,Rolea Bier,Rolea Bier,Sign agreement,2014-02-02T17:00:00Z
104.6488526,12.11872816,0,Phum Tang Bampong,85.59855,Kampong Chhnang,Rolea Bier,Cheung Trav,FA Cantonment,2014-02-02T17:00:00Z
104.6433544,12.11366602,0,Phum Tuek Chej,28.40255,Kampong Chhnang,Rolea Bier,Cheung Trav,FA Cantonment,2014-02-02T17:00:00Z
104.4037118,12.46126476,0,Phum Trapeang Chan,201,Kampong Chhnang,Boribor,Trapeang Chan,Sign agreement,2014-02-02T17:00:00Z
104.4631735,12.3307848,0,Phum Trapeang Ampil,204.39845,Kampong Chhnang,Rolea Bier,Brasneb,FA Cantonment,2014-02-02T17:00:00Z
104.507544,12.24011399,0,Phum Trapeang Pkoam,70.781454,Kampong Chhnang,Rolea Bier,Banteay Preal,FA Cantonment,2014-02-02T17:00:00Z
104.4002263,12.28306179,0,Trapeang Romeang Moeunkor,274.58784,Kampong Chhnang,Rolea Bier,Brasneb,FA Cantonment,2014-02-02T17:00:00Z
104.4409921,12.24266333,0,Phum Tuol Samrorng,198.558327,Kampong Chhnang,Tuek Phos,Krang Skear,FA Cantonment,2014-02-02T17:00:00Z
104.4690949,12.29957151,0,Phum Saang,522.00865,Kampong Chhnang,Rolea Bier,Brasneb,FA Cantonment,2014-02-02T17:00:00Z
104.740475,11.98797296,0,Phum Svay Kroam,29.236411,Kampong Chhnang,Kampong Tralach,Taches,Sign agreement,2014-02-02T17:00:00Z
104.7479484,11.98207449,0,Phum Saray Andaet,19.616695,Kampong Chhnang,Kampong Tralach,Chres,Sign agreement,2014-02-02T17:00:00Z
104.7480726,11.98682235,0,Phum Svay Bakav,70.3099,Kampong Chhnang,Kampong Tralach,Taches,Sign agreement,2014-02-02T17:00:00Z
104.7410413,11.98171551,0,Phum Kanchoung,45.21023,Kampong Chhnang,Kampong Tralach,Chres,Sign agreement,2014-02-02T17:00:00Z
104.7344976,11.98542619,0,Phum O Roung,15.539585,Kampong Chhnang,Kampong Tralach,Taches,Sign agreement,2014-02-02T17:00:00Z
104.0919408,11.40164227,0,Chambak,286.21185,Kampong Speu,Phnom Sruoch,Chambak,Sign agreement,2014-02-02T17:00:00Z
104.5823467,11.28524576,0,Phnom Srang,2405.96955,Kampong Speu,Kong Pisey,Srang,Sign agreement,2014-02-02T17:00:00Z
104.5808596,11.34381901,0,Changor Toch,423.2615,Kampong Speu,Kong Pisey,Srang,Sign agreement,2014-02-02T17:00:00Z
104.5843926,11.25788263,0,Svay Rompea,913.51435,Kampong Speu,Borseth,Svay Rompea,Sign agreement,2014-02-02T17:00:00Z
104.4284938,11.24672649,0,Kroch Bourng,351.597,Kampong Speu,Phnom Sruoch,Choam Sangkae,Sign agreement,2014-02-02T17:00:00Z
104.3936797,11.29575406,0,Chruos Dambong,504.0257,Kampong Speu,Phnom Sruoch,Choam Sangkae,FA Cantonment,2014-02-02T17:00:00Z
104.3893889,11.5878788,0,Torb Mean,351.18518,Kampong Speu,Tpong,Torb Mean,Sign agreement,2014-02-02T17:00:00Z
104.3451505,11.71798404,0,Prambey Mom,863.01139,Kampong Speu,Tpong,Brambey Mom,FA Cantonment,2014-02-02T17:00:00Z
103.8354624,11.73512614,0,Tang Bampong,240.9455,Kampong Speu,Oral,Tasal,Sign agreement,2014-02-02T17:00:00Z
104.2797212,11.87057886,0,Om Leang,1104.674956,Kampong Speu,Tpong,Om Leang,FA Cantonment,2014-02-02T17:00:00Z
104.2264561,11.67230199,0,O Prean Mok,1766.49325,Kampong Speu,Oral,Sangkae Satob,FA Cantonment,2014-02-02T17:00:00Z
104.2447995,11.60975592,0,Sen Monorom,483.040906,Kampong Speu,Oral,Heng Samnom,FA Cantonment,2014-02-02T17:00:00Z
104.211885,11.61438833,0,O Prech,700.017466,Kampong Speu,Oral,Horng Samnom,FA Cantonment,2014-02-02T17:00:00Z
104.2063908,11.47407312,0,Damrey Chakthlok,1595.65965,Kampong Speu,Phnom Sruoch,Krang Dey Vay,FA Cantonment,2014-02-02T17:00:00Z
104.3962516,11.33644534,0,Kampul Pich,119.085546,Kampong Speu,Phnom Sruoch,Kirivoan,Sign agreement,2014-02-02T17:00:00Z
104.3534123,11.40069738,0,Kiri Raksmey Deydoh,139.7681,Kampong Speu,Phnom Sruoch,Tangsya,Sign agreement,2014-02-02T17:00:00Z
104.345645,11.38631955,0,Reang Pen,192.31505,Kampong Speu,Phnom Sruoch,Prey Romduol,Sign agreement,2014-02-02T17:00:00Z
104.4131246,11.37125104,0,Deykrahoam-Mohasang,153.88752,Kampong Speu,Phnom Sruoch,Mohasang,Sign agreement,2014-02-02T17:00:00Z
104.4123825,11.35769359,0,Deykrahoam-Kirivoan,65.3928,Kampong Speu,Phnom Sruoch,Kirivoan,Sign agreement,2014-02-02T17:00:00Z
104.2595426,11.4616972,0,Leab Kuy,107.51955,Kampong Speu,Phnom Sruoch,Tang Samroang,Sign agreement,2014-02-02T17:00:00Z
104.3794919,11.36142439,0,Kantuot Chrum,37.948074,Kampong Speu,Phnom Sruoch,Kirivoan,Sign agreement,2014-02-02T17:00:00Z
104.3803009,11.35176784,0,Krang Serei,94,Kampong Speu,Phnom Sruoch,Kirivoan,Sign agreement,2014-02-02T17:00:00Z
103.6754565,14.34302717,0,Russei Srors Samros Prasat Phong,851,Oddar Meanchey,Samrorng,Koun Kriel,MAFF Approve,2014-02-02T17:00:00Z
103.7926748,14.26973279,0,Chhuk Meas,383,Oddar Meanchey,Samrorng,Koun Kriel,Sign agreement,2014-02-02T17:00:00Z
103.6107693,14.39389228,0,O Yeay Kaov,960,Oddar Meanchey,Samrorng,Koun Kriel,Sign agreement,2014-02-02T17:00:00Z
103.4667861,14.35371948,0,Romduol Veasna,6026,Oddar Meanchey,Smarorn,Bansay Rak,Sign agreement,2014-02-02T17:00:00Z
103.4024194,14.34788021,0,Phom Danreaek Samreaek Prey Srors,1605,Oddar Meanchey,Banteay Ampil,Kouk Kpos,Sign agreement,2014-02-02T17:00:00Z
103.9438146,14.0344749,0,Okoki Kiri Prey Srorng,6344,Oddar Meanchey,Anlong Veaeng,Lomtong,Sign agreement,2014-02-02T17:00:00Z
104.0657806,14.04361059,0,Samky Sangkruos Preychheu,4151,Oddar Meanchey,Anlong Veaeng,Anlong Veaeng,Sign agreement,2014-02-02T17:00:00Z
103.940836,14.31337933,0,Samky,1079,Oddar Meanchey,Anlong Veaeng,Trapeang Tav,Sign agreement,2014-02-02T17:00:00Z
103.8180761,14.15837721,0,Sang Sahakum Rukhavorn,17889,Oddar Meanchey,Anlong Veaeng,Trapeang Tav,Sign agreement,2014-02-02T17:00:00Z
103.2302292,13.97694681,0,Andoung Bor,6114,Oddar Meanchey,Banteay Ampil,Beng,Sign agreement,2014-02-02T17:00:00Z
103.3370412,14.04193009,0,Dong Beng,1843,Oddar Meanchey,Banteay Ampil,Beng,Sign agreement,2014-02-02T17:00:00Z
103.7006964,14.16298648,0,Ratanak Rukha,12895,Oddar Meanchey,Samrorng,Samrorng,Sign agreement,2014-02-02T17:00:00Z
104.2160251,14.18292616,0,Thmada O Teok Kheiv,2025,Oddar Meanchey,Trapeang Prasat,Phaav,Sign agreement,2014-02-02T17:00:00Z
103.5757038,14.29000317,0,Rolous Thom,2666,Oddar Meanchey,Samroang,,Sign agreement,2014-02-02T17:00:00Z
105.9190489,11.96408857,0,Veal Andoeuk,141,Kampong Cham,Dambae,Kouk Srok,MAFF Approve,2014-02-02T17:00:00Z
105.9660426,11.98735012,0,Srae Kak,287,Kampong Cham,Dambae,Trapeang Pring,MAFF Approve,2014-02-02T17:00:00Z
105.9558842,11.97944587,0,Banghoeu Khleaeng,749,Kampong Cham,Dambae,Trapeang Pring,MAFF Approve,2014-02-02T17:00:00Z
105.952843,12.05745446,0,Trapeang Pring,389.849575,Kampong Cham,Dambae,Trapeang Pring,MAFF Approve,2014-02-02T17:00:00Z
105.9618891,12.00232024,0,Chambak,215.748133,Kampong Cham,Dambae,Trapeang Pring,MAFF Approve,2014-02-02T17:00:00Z
105.9567856,12.03187865,0,Praloah,1697,Kampong Cham,Dambae,Trapeang Pring,FA Cantonment,2014-02-02T17:00:00Z
105.9535904,12.09730082,0,Kampreus,0,Kampong Cham,Dambae,Trapeang Pring,FA Cantonment,2014-02-02T17:00:00Z
105.9346837,12.10871306,0,Tuol Sambour,0,Kampong Cham,Dambae,Trapeang Pring,FA Cantonment,2014-02-02T17:00:00Z
105.9998748,12.14009684,0,Srae Prang,0,Kampong Cham,Dambae,Trapeang Pring,FA Cantonment,2014-02-02T17:00:00Z
105.9818183,12.15799242,0,Bos Snor,0,Kampong Cham,Dambae,Trapeang Pring,FA Cantonment,2014-02-02T17:00:00Z
104.0377284,11.44226975,0,Potential Area 11,528.382597,Preah Sihanu,Kampong Seila,Kampong Seila,MAFF Approve,2014-02-02T17:00:00Z
103.4940569,11.65600737,0,Potential Area 5,911.48705,Koh Kong,Thmar Bang,Chumnorb,MAFF Approve,2014-02-02T17:00:00Z
103.2855571,11.37121197,0,Potential Area 3,605.3974,Koh Kong,Koh Kong,Trapeang Roung,MAFF Approve,2014-02-02T17:00:00Z
103.2632295,11.40755716,0,Potential Area 2,535.46926,Koh Kong,Koh Kong,Trapeang Roung,MAFF Approve,2014-02-02T17:00:00Z
103.5871409,11.32523868,0,Potential Area 9,2191.699128,Koh Kong,Srae Ambil,Chi Khor,MAFF Approve,2014-02-02T17:00:00Z
103.5637653,11.60019219,0,Potential Area 8,877.53616,Koh Kong,Srae Ambil,Dang Paeng,MAFF Approve,2014-02-02T17:00:00Z
103.6817404,11.45129902,0,Potential Area 10,1480.862531,Koh Kong,Srae Ambil,Dang Paeng,MAFF Approve,2014-02-02T17:00:00Z
103.1249022,11.58795145,0,Potential Area 1,384.029361,Koh Kong,Koh Kong,Tatai,MAFF Approve,2014-02-02T17:00:00Z
103.4293671,11.65963018,0,Potential Area 4,1081.70924,Koh Kong,Thmar Bang,Russei Chrum,MAFF Approve,2014-02-02T17:00:00Z
103.5907947,11.71387215,0,Potential Area 7,1694.418994,Koh Kong,Srae Ambil,Dang Paeng,MAFF Approve,2014-02-02T17:00:00Z
103.6013716,11.75772799,0,Potential Area 6,1164.49311,Koh Kong,Srae Ambil,Dang Paeng,MAFF Approve,2014-02-02T17:00:00Z
103.9306094,10.98645891,0,Neakta Thmar Prung,667.327746,Preah Sihanu,Kampong Seila,Kampong Seila,Sign agreement,2014-02-02T17:00:00Z
103.798671,11.28949986,0,Torb Cheang,2820.32885,Koh Kong,Srae Ambil,Dang Paeng,Sign agreement,2014-02-02T17:00:00Z
106.0470909,11.09596969,0,Monorom,100,Svay Rieng,Svay Teab,Monorom,Sign agreement,2014-02-02T17:00:00Z
106.1046729,11.01153412,0,Chamkar Konkoki,404,Svay Rieng,Chantrea,Bati,Sign agreement,2014-02-02T17:00:00Z
102.6608767,13.08282959,0,Srae Anteak,110,Pailin,Sala Krau,Sala Krau,MAFF Approve,2014-02-02T17:00:00Z
102.6686158,12.83781709,0,Roth Kroah,118,Pailin,Pailin,O Tavao,MAFF Approve,2014-02-02T17:00:00Z
102.620985,12.90464298,0,Doah Kramom,230,Pailin,Sala Krau,"Stung Kach, O Andoung",MAFF Approve,2014-02-02T17:00:00Z
102.6641849,12.90163509,0,Phnom Srang,400,Pailin,,,MAFF Approve,2014-02-02T17:00:00Z
102.9519252,12.90056818,0,Kouk Chor,47,Battambong,Rattanak Mondol,Sdau,Sign agreement,2014-02-02T17:00:00Z
102.958272,12.89724679,0,Phnom Dong Kut,65,Battambong,Rattanak Mondol,Sdau,Sign agreement,2014-02-02T17:00:00Z
102.7770986,12.61050816,0,Phum Kandal,130,Battambong,Samlaut,Sung,Sign agreement,2014-02-02T17:00:00Z
102.9338245,13.08528583,0,Kiri Seilakeo,366,Battambong,Banan,Takream,Sign agreement,2014-02-02T17:00:00Z
102.9210833,13.1007005,0,Pheakdey,370,Battambong,Banan,Takream,Sign agreement,2014-02-02T17:00:00Z
103.4015086,12.55464393,0,Phnom Roung,377,Battambong,Rukha Kiri,Prey Tralach,Sign agreement,2014-02-02T17:00:00Z
103.4494735,12.52804951,0,Prey Tralach,1332,Battambong,Rukha Kiri,Prey Tralach,Sign agreement,2014-02-02T17:00:00Z
103.041972,13.06054281,0,Phum Thmei,315,Battambong,Banan,Takream,Sign agreement,2014-02-02T17:00:00Z
102.7874152,12.58023001,0,Sung 1,17,Battambong,Samlaut,Sung,Sign agreement,2014-02-02T17:00:00Z
102.7243951,13.12618393,0,Boeung Chrey Krem,163,Battambong,Kamrieng,Takrey,Sign agreement,2014-02-02T17:00:00Z
102.9970697,12.90028523,0,Phnom Sloeuk,91,Battambong,Rattanak Mondol,Sdau,Sign agreement,2014-02-02T17:00:00Z
102.3959217,13.31053666,0,Toul Khpos,191,Battambong,Phnom Proek,Phnom Proek,Sign agreement,2014-02-02T17:00:00Z
102.4058115,13.30004985,0,Beng Saat,67,Battambong,Phnom Proek,Phnom Proek,Sign agreement,2014-02-02T17:00:00Z
102.8163055,12.51456917,0,Phnom Rey,1884,Battambong,Samlaut,Tatork,FA Cantonment,2014-02-02T17:00:00Z
102.7110564,13.22907697,0,Phum Borun,0,Battambong,Bavel,Ampil Pram Doeum,FA Cantonment,2014-02-02T17:00:00Z
102.6981451,13.23186149,0,Phum Sathapor,0,Battambong,Bavel,Ampil Pram Doeum,FA Cantonment,2014-02-02T17:00:00Z
102.6874877,13.23720483,0,Phum Doung,0,Battambong,Bavel,Ampil Pram Doeum,FA Cantonment,2014-02-02T17:00:00Z
104.1069865,13.44168527,0,Bos Thom,445,Siem Reap,Sauthnikum,Khnar Pou,Sign agreement,2014-02-02T17:00:00Z
104.1613988,13.33623064,0,Popel,409,Siem Reap,Sauthnikum,Popel,Sign agreement,2014-02-02T17:00:00Z
104.0797754,13.44855818,0,Krapeu,99,Siem Reap,Prasat Bakong,Balangk,Sign agreement,2014-02-02T17:00:00Z
104.1391649,13.26040573,0,Boeung Vean,37,Siem Reap,Sauthnikum,Damdek,Sign agreement,2014-02-02T17:00:00Z
104.0636989,13.50640839,0,Skun,87,Siem Reap,Banteay Srey,Tbaeng,Sign agreement,2014-02-02T17:00:00Z
103.7399482,13.87326364,0,Reach Chontul,215,Siem Reap,Angkor Chum,Srae Khvav,Sign agreement,2014-02-02T17:00:00Z
103.5771556,13.80324458,0,Yeay Mey Thmey,656,Siem Reap,Srey Snam,Chrouy Neang Nguon,Sign agreement,2014-02-02T17:00:00Z
